City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,tupanatinga,-8.75,-37.34,73.22,78,100,5.17,BR,1581213126
384,tucumcari,35.17,-103.72,57.2,33,1,19.46,US,1581213422
385,yenagoa,4.92,6.26,75.25,95,84,2.06,NG,1581213422
386,mana,5.66,-53.78,70.57,97,41,2.51,GF,1581213424
387,nakambala,-15.83,27.78,64.36,98,100,4.43,ZM,1581213424
388,tabou,4.42,-7.35,76.37,94,21,1.7,CI,1581213424
389,sainte-marie,-20.9,55.55,73.4,88,90,10.29,RE,1581213424
390,kudahuvadhoo,2.67,72.89,81.88,73,48,10.09,MV,1581213424
391,abha,18.22,42.51,59.0,87,11,1.01,SA,1581213424
392,bambous virieux,-20.34,57.76,77.0,73,20,5.82,MU,1581213424
393,mizdah,31.45,12.98,44.35,48,42,4.05,LY,1581213424
394,vostok,46.49,135.88,-0.18,75,10,3.8,RU,1581213424
395,manokwari,-0.87,134.08,81.14,67,100,9.06,ID,1581213424
396,the valley,18.22,-63.06,78.01,83,75,12.75,AI,1581213225
397,nogliki,51.83,143.17,-2.33,94,100,23.35,RU,1581213424
398,green river,41.53,-109.47,24.8,68,40,20.8,US,1581213425
399,souris,49.62,-100.26,15.8,78,90,4.7,CA,1581213425
400,baykalovo,57.4,63.77,-6.43,94,100,6.29,RU,1581213425
401,tyukhtet,56.54,89.3,34.25,98,100,13.18,RU,1581213425
402,matagami,49.75,-77.63,-4.0,70,1,6.93,CA,1581213425
403,mananjary,-21.22,48.33,77.7,77,21,3.29,MG,1581213425
404,albuquerque,35.08,-106.65,60.8,23,1,5.82,US,1581213386
405,barcelos,41.54,-8.62,51.01,93,20,2.75,PT,1581213157
406,praia da vitoria,38.73,-27.07,62.6,82,40,15.48,PT,1581213425
407,ketchikan,55.34,-131.65,39.2,97,90,13.87,US,1581213425
408,sorong,-0.88,131.25,87.44,58,87,7.31,ID,1581213425
409,abnub,27.27,31.15,43.59,75,0,7.07,EG,1581213426
410,quang ngai,15.12,108.8,74.53,80,69,19.33,VN,1581213427
411,keti bandar,24.14,67.45,62.49,27,27,10.85,PK,1581213427
412,shagonar,51.53,92.8,2.86,96,100,1.83,RU,1581213427
413,dikson,73.51,80.55,-15.02,94,22,8.95,RU,1581213427
414,marzuq,14.4,46.47,61.86,33,2,4.14,YE,1581213427
415,san fernando,15.03,120.69,81.0,65,75,6.93,PH,1581213427
416,moundou,8.57,16.08,70.21,25,100,3.89,TD,1581213427
417,caravelas,-17.71,-39.25,80.35,82,35,13.15,BR,1581213427
418,westport,41.14,-73.36,37.0,69,40,3.36,US,1581213273
419,matinhos,-25.82,-48.54,78.8,88,75,2.24,BR,1581213427
420,longyearbyen,78.22,15.64,19.4,73,0,17.22,SJ,1581213428
421,yurginskoye,56.82,67.39,-0.58,95,100,6.29,RU,1581213428
422,kolt,56.11,10.07,42.8,93,67,12.75,DK,1581213428
423,kapoeta,4.77,33.59,82.58,38,100,9.73,SS,1581213428
424,parana,-31.73,-60.52,81.0,76,1,5.01,AR,1581213254
425,hobyo,5.35,48.53,72.54,83,100,9.75,SO,1581213428
426,egvekinot,66.32,-179.17,-19.12,93,58,17.0,RU,1581213428
427,touros,-5.2,-35.46,78.8,83,20,4.7,BR,1581213428
428,ambilobe,-13.2,49.05,73.26,92,0,3.91,MG,1581213428
429,severo-kurilsk,50.68,156.12,26.94,96,100,44.4,RU,1581213428
430,numan,9.47,12.03,72.54,26,41,4.85,NG,1581213428
431,otradnoye,59.78,30.82,32.0,91,75,8.95,RU,1581213428
432,quesnel,53.0,-122.5,26.6,86,20,3.36,CA,1581213428
433,medyn,54.97,35.86,6.8,84,28,5.28,RU,1581213428
434,khasan,42.43,130.64,19.04,46,17,3.06,RU,1581213429
435,duobao,30.67,112.69,53.01,64,0,5.21,CN,1581213430
436,kisangani,0.52,25.2,73.2,81,69,1.59,CD,1581213430
437,inuvik,68.35,-133.72,-20.2,75,90,4.7,CA,1581213430
438,sakakah,29.97,40.21,46.4,61,6,11.41,SA,1581213430
439,deputatskiy,69.3,139.9,-40.38,98,47,1.59,RU,1581213430
440,pathein,16.78,94.73,82.78,37,0,4.03,MM,1581213202
441,calvinia,-31.47,19.78,64.58,48,0,6.06,ZA,1581213430
442,port hardy,50.7,-127.42,42.8,92,20,10.29,CA,1581213430
443,jinchang,38.5,102.17,33.17,12,0,1.3,CN,1581213430
444,hualmay,-11.1,-77.61,70.41,78,100,3.44,PE,1581213430
445,benalla,-36.55,145.98,84.99,30,40,13.87,AU,1581213430
446,trincomalee,8.57,81.23,78.58,66,0,5.1,LK,1581213158
447,strelka,58.07,93.03,33.87,97,100,9.98,RU,1581213430
448,capim grosso,-11.38,-40.01,72.95,91,100,5.3,BR,1581213430
449,xining,36.62,101.77,26.92,44,71,4.63,CN,1581213252
450,strezhevoy,60.73,77.59,-11.2,76,40,4.47,RU,1581213431
451,ayan,56.45,138.17,-1.34,62,0,0.2,RU,1581213432
452,nikolayevskaya,47.61,41.5,11.03,90,0,4.76,RU,1581213432
453,kerteminde,55.45,10.66,41.65,90,57,15.99,DK,1581213432
454,nakhon thai,17.1,100.84,84.99,57,0,10.29,TH,1581213432
455,san ignacio,17.16,-89.07,80.6,69,100,6.93,BZ,1581213432
456,manacapuru,-3.3,-60.62,77.0,88,75,2.19,BR,1581213432
457,south sioux city,42.47,-96.41,32.0,86,90,11.41,US,1581213432
458,hovd,48.01,91.64,20.3,33,100,2.24,MN,1581213432
459,sarkikaraagac,38.08,31.37,11.39,73,2,5.06,TR,1581213432
460,nambale,0.45,34.25,66.63,55,0,15.41,KE,1581213432
461,cananeia,-25.01,-47.93,73.38,94,0,2.44,BR,1581213432
462,qaqortoq,60.72,-46.03,15.8,47,75,8.05,GL,1581213432
463,chokurdakh,70.63,147.92,-27.31,90,94,3.11,RU,1581213432
464,mezen,65.85,44.24,21.88,96,100,8.97,RU,1581213432
465,ponta delgada,37.73,-25.67,62.6,93,75,14.99,PT,1581213212
466,calmar,53.27,-113.82,21.99,61,5,4.7,CA,1581213433
467,costinesti,43.95,28.63,23.0,79,0,8.05,RO,1581213433
468,kimbe,-5.55,150.14,81.68,81,100,7.49,PG,1581213433
469,nioro,13.35,-15.75,72.52,12,0,8.21,GM,1581213433
470,padre bernardo,-15.35,-48.5,67.03,98,100,4.61,BR,1581213433
471,vredendal,-31.67,18.5,65.19,85,60,6.64,ZA,1581213433
472,huarmey,-10.07,-78.15,70.97,75,100,2.98,PE,1581213433
473,speightstown,13.25,-59.65,78.8,78,75,17.22,BB,1581213433
474,banavar,13.41,76.17,68.67,56,33,4.41,IN,1581213433
475,gushikawa,26.35,127.87,64.4,45,20,14.99,JP,1581213433
476,batsfjord,70.63,29.72,27.0,91,97,10.56,NO,1581213433
477,kwinana,-32.25,115.77,73.0,45,0,16.11,AU,1581213433
478,artyom,40.47,50.33,33.8,100,90,32.21,AZ,1581213433
479,shenzhen,22.55,114.07,62.01,77,40,6.93,CN,1581213148
480,zaysan,47.47,84.87,20.84,62,49,1.5,KZ,1581213434
481,lufilufi,-13.87,-171.6,84.0,89,100,15.01,WS,1581213434
482,namibe,-15.2,12.15,75.2,79,9,11.59,AO,1581213434
483,nome,64.5,-165.41,1.4,84,90,9.17,US,1581213434
484,ubatuba,-23.43,-45.07,76.51,85,0,3.38,BR,1581213434
485,dzilam gonzalez,21.28,-88.93,75.87,85,74,25.84,MX,1581213434
486,verdun,49.25,5.33,45.0,88,36,7.0,FR,1581213434
487,oak ridge,36.01,-84.27,39.2,93,1,3.36,US,1581213251
488,aripuana,-9.17,-60.63,70.41,98,100,1.63,BR,1581213181
489,lerum,57.77,12.27,42.01,93,90,11.41,SE,1581213434
490,tucurui,-3.77,-49.67,71.46,97,100,0.85,BR,1581213434
491,vicksburg,32.35,-90.88,51.8,65,1,6.62,US,1581213429
492,batemans bay,-35.72,150.18,71.01,80,100,5.01,AU,1581213434
493,pauini,-7.71,-66.98,72.95,98,94,1.54,BR,1581213434
494,marsh harbour,26.54,-77.06,71.24,75,80,19.01,BS,1581213435
495,yagodnoye,62.55,149.67,-15.41,75,100,0.65,RU,1581213435
496,zhangjiakou,40.81,114.88,26.74,47,0,11.61,CN,1581213435
497,guatire,10.48,-66.54,75.2,88,46,5.82,VE,1581213442
498,rosetta,31.4,30.42,54.5,63,0,24.25,EG,1581213442
499,camopi,3.17,-52.32,70.48,96,95,3.27,GF,1581213442
500,le port,-20.94,55.29,73.4,88,90,10.29,RE,1581213442
501,xian,34.26,108.93,30.2,92,0,2.24,CN,1581213443
502,oksfjord,70.24,22.35,37.4,76,100,11.41,NO,1581213443
503,zhanaozen,43.3,52.8,28.98,84,100,21.34,KZ,1581213443
504,merauke,-8.47,140.33,82.8,76,100,8.01,ID,1581213443
505,north bend,43.41,-124.22,45.0,75,90,9.17,US,1581213443
506,jacareacanga,-6.22,-57.75,72.34,98,100,0.43,BR,1581213443
507,champerico,14.3,-91.92,77.07,78,4,2.91,GT,1581213443
508,bandarbeyla,9.49,50.81,75.67,79,55,20.51,SO,1581213443
509,rock sound,24.9,-76.2,74.64,87,100,19.62,BS,1581213443
510,tual,-5.67,132.75,79.02,89,100,16.73,ID,1581213443
511,mount gambier,-37.83,140.77,80.6,51,40,12.75,AU,1581213426
512,olafsvik,64.89,-23.71,31.3,79,89,5.57,IS,1581213443
513,broome,42.25,-75.83,21.99,85,90,5.82,US,1581213443
514,miandrivazo,-19.52,45.47,76.51,82,0,2.37,MG,1581213444
515,aden,12.78,45.04,71.67,78,26,4.05,YE,1581213237
516,serenje,-13.23,30.24,63.28,97,100,1.03,ZM,1581213444
517,sokoto,13.06,5.24,67.86,19,0,14.25,NG,1581213444
518,palu,-0.89,119.87,84.99,46,100,2.01,ID,1581213444
519,neryungri,56.67,124.65,7.77,84,67,0.92,RU,1581213444
520,northam,51.03,-4.22,51.01,93,100,25.99,GB,1581213444
521,jaque,7.52,-78.17,70.65,90,18,5.32,PA,1581213444
522,wasilla,61.58,-149.44,39.2,55,90,28.86,US,1581213444
523,seymchan,62.88,152.43,-26.54,89,79,3.49,RU,1581213444
524,poum,-20.23,164.02,82.31,82,100,30.53,NC,1581213444
525,yetkul,54.82,61.59,5.0,84,75,11.18,RU,1581213444
526,songjianghe,42.19,127.48,18.34,58,0,7.07,CN,1581213445
527,osmena,10.52,119.93,80.62,81,0,23.98,PH,1581213445
528,turiacu,-1.66,-45.37,74.7,94,99,4.27,BR,1581213445
529,cuamba,-14.8,36.54,67.03,97,100,1.61,MZ,1581213445
530,umm kaddadah,13.6,26.69,59.27,23,0,17.54,SD,1581213445
531,roebourne,-20.78,117.13,86.05,60,98,19.35,AU,1581213445
532,chara,56.91,118.26,5.09,70,6,2.57,RU,1581213445
533,polovinnoye,54.79,65.99,1.53,97,83,7.36,RU,1581213445
534,pueblo,38.25,-104.61,39.2,86,1,5.82,US,1581213445
535,mankono,8.06,-6.19,69.42,15,44,4.5,CI,1581213445
536,makarov,48.63,142.8,3.79,68,51,6.53,RU,1581213445
537,monster,52.03,4.17,46.99,93,75,17.22,NL,1581213445
538,makakilo city,21.35,-158.09,78.8,60,20,12.75,US,1581213213
539,manta,-0.95,-80.73,80.6,74,20,3.36,EC,1581213445
540,aswan,24.09,32.91,46.94,55,0,11.1,EG,1581213445
541,brokopondo,4.75,-55.17,71.89,91,73,5.7,SR,1581213446
542,mao,39.89,4.27,48.2,93,4,4.7,ES,1581213446
543,sola,-13.88,167.55,83.59,80,100,20.6,VU,1581213446
544,waynesboro,38.07,-78.89,36.0,59,1,3.6,US,1581213446
545,erenhot,43.65,111.98,22.17,65,0,12.64,CN,1581213446
546,lasa,46.62,10.7,32.0,84,18,1.12,IT,1581213446
547,morgan city,29.7,-91.21,62.6,77,1,3.36,US,1581213446
548,petropavlovsk-kamchatskiy,53.05,158.65,24.8,58,20,8.95,RU,1581213446
549,srivardhan,18.03,73.02,72.95,61,93,10.76,IN,1581213446
550,nuuk,64.18,-51.72,12.2,66,71,11.41,GL,1581213446
551,bozeman,45.68,-111.04,28.4,92,90,17.22,US,1581213258
552,porto velho,-8.76,-63.9,75.2,94,20,2.24,BR,1581213446
553,xiangxiang,27.73,112.53,49.86,72,32,5.44,CN,1581213446
554,celestun,20.87,-90.4,75.34,86,99,25.03,MX,1581213446
555,shaunavon,49.65,-108.42,15.87,90,100,14.92,CA,1581213447
556,novouzensk,50.46,48.14,-3.06,95,0,6.82,RU,1581213447
557,codrington,-38.27,141.97,65.89,82,99,26.82,AU,1581213447
558,alyangula,-13.85,136.42,87.8,70,40,6.93,AU,1581213447
559,karaidel,55.83,56.91,-16.83,100,57,1.81,RU,1581213447
560,mareeba,-17.0,145.43,95.0,62,91,8.05,AU,1581213447
561,krasnoselkup,65.7,82.47,-21.17,99,54,4.7,RU,1581213447
562,ishigaki,24.34,124.16,62.6,67,75,16.11,JP,1581213447
563,izumo,35.37,132.77,41.0,38,75,14.99,JP,1581213447
